origen,destino,num_estaciones,num_transbordos,num_troncales,distancia_km,hora_dia,dia_semana,es_hora_pico,es_fin_semana,num_portales,tiempo_minutos,categoria
Mandalay,CAN,16,4,3,4.468,7,4,1,0,0,44.44,Medio
Normandia,General Santander,19,4,3,12.873,10,1,0,0,0,41.72,Medio
Calle 127,Aurora,26,6,5,20.811,11,1,0,0,0,64.51,Lento
Calle 45,Calle 22,5,0,1,2.795,14,3,0,0,0,7.77,Rapido
La Campiña,Tercer Milenio,17,3,3,15.641,9,2,0,0,0,34.27,Medio
Profamilia,Centro Memoria,5,0,1,0.598,20,3,1,0,0,9.81,Rapido
Santa Lucia,Suba TV 91,23,4,5,21.537,18,0,1,0,0,82.95,Lento
Toberin,Calle 85,12,0,1,8.996,18,5,1,1,0,25.85,Medio
Marsella,Portal Norte,21,4,5,14.101,12,5,0,1,1,40.29,Medio
Pradera,Restrepo,6,2,3,8.012,21,0,0,0,0,9.73,Rapido
Portal Sur,Humedal Cordoba,19,3,4,18.431,9,1,0,0,1,43.31,Medio
Flores,Quiroga,11,2,3,9.343,18,2,1,0,0,27.21,Medio
Av Chile,Profamilia,11,2,3,5.799,8,4,1,0,0,25.12,Medio
Santa Lucia,General Santander,3,1,2,1.373,16,2,0,0,0,8.66,Rapido
Aurora,Calle 19,17,2,3,10.462,19,1,1,0,0,72.88,Lento
Av Chile,Calle 106,6,3,4,2.512,18,5,1,1,0,14.67,Rapido
Portal El Dorado,Portal Americas,25,4,3,4.156,13,2,0,0,2,57.42,Lento
Calle 85,De La Sabana,9,3,4,4.667,10,0,0,0,0,20.51,Rapido
Calle 146,Polo,10,2,3,5.884,22,0,0,0,0,15.97,Rapido
Calle 63 NQS,Portal Sur,11,1,2,13.265,19,5,1,1,1,30.37,Medio
Tercer Milenio,Portal Usme,17,1,2,10.392,14,4,0,0,1,66.61,Lento
Nariño,Humedal Cordoba,13,3,4,13.766,7,1,1,0,0,34.96,Medio
Aurora,Cardio Infantil,29,5,6,24.95,5,1,0,0,0,66.54,Lento
Ferias,Polo,3,1,2,1.57,22,1,0,0,0,4.95,Rapido
Calle 40 Sur,Portal Suba,22,3,4,21.139,18,0,1,0,1,64.96,Lento
Portal 80,Portal Usme,27,6,6,20.682,20,0,1,0,2,123.81,Lento
Centro Memoria,Hospitales,3,1,2,2.721,23,6,0,1,0,2.53,Rapido
Alcala,Calle 146,3,0,1,1.46,18,3,1,0,0,5.47,Rapido
Suba TV 91,San Facade,17,4,4,13.497,14,0,0,0,0,31.65,Medio
Socorro,Toberin,28,5,6,25.148,20,1,1,0,0,100.76,Lento
Pepe Sierra,Shaio,5,1,2,2.3,15,4,0,0,0,9.18,Rapido
Patio Bonito,Portal Suba,23,3,4,13.198,8,3,1,0,1,73.52,Lento
Portal Americas,Polo,14,1,2,9.027,5,1,0,0,1,25.48,Medio
Minuto de Dios,Portal 80,3,0,1,2.531,12,4,0,0,1,4.71,Rapido
Marsella,Tercer Milenio,6,2,3,5.808,19,1,1,0,0,17.26,Rapido
NQS Calle 38A Sur,Patio Bonito,10,1,2,7.85,16,6,0,1,0,18.44,Rapido
Calle 63,Virrey,5,0,1,2.83,11,2,0,0,0,7.38,Rapido
Portal Sur,Calle 34,15,1,2,9.581,10,1,0,0,1,26.74,Medio
Patio Bonito,Pradera,6,0,1,4.742,14,1,0,0,0,10.01,Rapido
Aurora,Modelia,26,5,4,15.938,13,2,0,0,0,64.79,Lento
Prado,Av Cali Calle 80,12,4,4,4.915,7,2,1,0,0,37.24,Medio
Calle 22,San Victorino,4,1,2,1.337,12,3,0,0,0,4.82,Rapido
Modelia,Av Chile,12,3,4,3.51,22,2,0,0,0,24.44,Rapido
Profamilia,Tercer Milenio,6,0,1,2.531,8,5,1,1,0,9.76,Rapido
Portal El Dorado,Calle 19,12,3,2,7.575,8,6,1,1,1,27.56,Medio
Calle 146,San Victorino,16,5,3,14.195,6,4,1,0,0,39.25,Medio
Consuelo,Molinos,2,0,1,0.4,10,5,0,1,0,5.32,Rapido
Prado,Pradera,14,4,5,8.11,8,1,1,0,0,43.58,Medio
Calle 38A Sur,Calle 22,15,2,3,9.274,11,3,0,0,0,37.71,Medio
21 Angeles,Flores,10,1,2,8.803,20,2,1,0,0,22.78,Rapido
Granja,Mundo Aventura,14,2,3,5.259,18,2,1,0,0,42.1,Medio
Restrepo,Patio Bonito,11,2,3,8.559,12,1,0,0,0,23.22,Rapido
Olaya,Portal El Dorado,19,4,3,10.99,21,6,0,1,1,28.97,Medio
Portal 80,Calle 40 Sur,17,5,5,15.328,5,5,0,1,1,30.42,Medio
Calle 106,Marsella,12,4,5,6.519,15,3,0,0,0,27.0,Medio
CAN,Nariño,11,4,3,8.328,6,5,1,1,0,24.0,Rapido
Shaio,CAN,8,2,3,4.667,21,2,0,0,0,14.05,Rapido
San Facade,Humedal Cordoba,12,3,4,10.883,15,2,0,0,0,23.86,Rapido
Restrepo,Toberin,20,4,5,19.599,9,5,0,1,0,39.54,Medio
Salitre El Greco,Virrey,8,1,2,3.33,19,5,1,1,0,17.27,Rapido
Normandia,Centro Memoria,11,3,2,6.059,14,0,0,0,0,18.14,Rapido
Calle 34,Quiroga,12,1,2,7.228,22,2,0,0,0,17.23,Rapido
La Campiña,Quiroga,22,4,4,19.574,15,6,0,1,0,31.67,Medio
Salitre El Greco,Socorro,21,5,4,14.659,13,1,0,0,0,50.49,Lento
Pepe Sierra,Prado,3,0,1,1.469,8,5,1,1,0,5.03,Rapido
Yomasa,Prado,24,5,6,21.237,16,0,0,0,0,62.74,Lento
Calle 22,Portal Americas,15,1,2,7.838,14,4,0,0,1,29.47,Medio
Ferias,Simon Bolivar,7,1,2,4.684,23,5,0,1,0,13.11,Rapido
Ricaurte,Suba TV 91,14,2,3,12.685,12,2,0,0,0,30.64,Medio
Shaio,Calle 38A Sur,22,5,5,18.675,17,4,1,0,0,66.16,Lento
Quiroga,Simon Bolivar,7,1,2,9.929,11,6,0,1,0,11.44,Rapido
Calle 40 Sur,Pepe Sierra,16,4,5,15.995,18,0,1,0,0,44.18,Medio
Calle 34,Portal Suba,16,1,2,13.521,11,3,0,0,1,29.67,Medio
Normandia,Socorro,23,5,4,15.129,22,4,0,0,0,54.29,Lento
Simon Bolivar,Pradera,4,1,2,2.264,18,3,1,0,0,11.71,Rapido
Patio Bonito,Calle 63,16,3,3,7.655,9,4,0,0,0,30.05,Medio
Calle 34,Profamilia,2,0,1,0.675,21,0,0,0,0,1.42,Rapido
Av Cali Calle 80,Calle 63,9,3,3,5.395,22,2,0,0,0,17.17,Rapido
Olaya,Calle 19,8,1,2,4.757,8,2,1,0,0,16.46,Rapido
Calle 45,Calle 22,5,0,1,2.795,16,2,0,0,0,7.45,Rapido
Portal Usme,Av 68,27,5,4,17.006,9,1,0,0,1,83.81,Lento
La Campiña,Heroes,9,0,1,9.199,11,1,0,0,0,18.21,Rapido
Calle 22,San Facade,6,1,2,0.867,16,0,0,0,0,8.53,Rapido
Shaio,La Campiña,6,0,1,4.495,23,3,0,0,0,10.29,Rapido
Portal Suba,Tercer Milenio,18,3,3,16.453,9,6,0,1,1,26.58,Medio
Portal Americas,Calle 45,17,3,3,8.069,15,0,0,0,1,36.24,Medio
Olaya,NQS Calle 38A Sur,5,1,2,2.775,12,3,0,0,0,8.35,Rapido
Portal 80,Gratamira,8,2,3,2.482,7,6,1,1,1,16.33,Rapido
Yomasa,La Campiña,27,4,5,23.977,22,5,0,1,0,54.84,Lento
Cardio Infantil,Virrey,10,0,1,7.081,22,4,0,0,0,19.13,Rapido
Quiroga,Cardio Infantil,21,4,5,20.037,20,4,1,0,0,63.49,Lento
Ricaurte,Calle 85,8,2,3,6.354,5,2,0,0,0,15.79,Rapido
Simon Bolivar,Portal 80,6,0,1,4.95,7,6,1,1,1,13.15,Rapido
Socorro,Av Chile,15,2,3,16.17,20,6,1,1,0,47.71,Medio
Calle 85,Patio Bonito,15,3,4,8.841,5,6,0,1,0,23.7,Rapido
Calle 127,Calle 19,10,4,3,10.356,8,4,1,0,0,22.69,Rapido
General Santander,Calle 127,18,4,5,17.464,9,2,0,0,0,44.4,Medio
CAN,Toberin,15,3,3,10.776,15,1,0,0,0,25.27,Medio
NQS Calle 38A Sur,Calle 142,16,3,4,14.709,15,1,0,0,0,35.4,Medio
Museo Nacional,Calle 22,3,0,1,0.333,6,1,1,0,0,4.03,Rapido
Ferias,Pradera,10,2,3,4.254,21,6,0,1,0,17.46,Rapido
Granja,CAN,10,4,4,4.219,15,3,0,0,0,19.22,Rapido
Av 68,Olaya,15,4,3,10.162,12,0,0,0,0,28.19,Medio
Calle 142,Flores,11,2,2,8.906,22,5,0,1,0,17.3,Rapido
Olaya,Portal Americas,13,2,3,9.419,7,6,1,1,1,29.09,Medio
Calle 40 Sur,Mundo Aventura,11,2,3,10.079,22,1,0,0,0,21.41,Rapido
Pepe Sierra,San Victorino,11,5,3,10.487,19,0,1,0,0,24.86,Rapido
Virrey,Hospitales,12,3,3,9.71,10,0,0,0,0,20.48,Rapido
Granja,Suba TV 91,13,3,3,4.774,13,6,0,1,0,24.99,Rapido
Yomasa,De La Sabana,14,3,4,12.265,23,6,0,1,0,27.15,Medio
Ricaurte,Santa Lucia,10,2,3,8.897,7,2,1,0,0,30.96,Medio
Calle 38A Sur,San Victorino,14,3,4,8.152,13,3,0,0,0,31.44,Medio
Las Aguas,Marsella,10,2,3,5.617,13,6,0,1,0,14.25,Rapido
Mandalay,Marsella,3,0,1,1.967,11,3,0,0,0,4.79,Rapido
Calle 38A Sur,21 Angeles,23,4,5,21.09,20,0,1,0,0,86.72,Lento
Olaya,San Victorino,8,2,3,3.998,20,6,1,1,0,13.27,Rapido
Calle 100 Suba,Ricaurte,13,4,4,8.472,5,6,0,1,0,17.74,Rapido
Calle 22,Modelia,9,2,2,6.529,17,6,1,1,0,19.1,Rapido
Alcala,Calle 22,11,3,3,11.588,19,2,1,0,0,32.62,Medio
El Dorado,Aurora,27,5,4,15.918,13,5,0,1,0,64.6,Lento
Calle 127,Toberin,7,0,1,5.275,14,6,0,1,0,9.72,Rapido
Pradera,Molinos,18,3,4,14.879,6,2,1,0,0,83.72,Lento
Tercer Milenio,Consuelo,15,1,2,9.307,5,1,0,0,0,47.93,Medio
Calle 19,Gratamira,11,3,3,11.614,23,4,0,0,0,19.1,Rapido
Santa Lucia,Tercer Milenio,10,1,2,6.971,23,1,0,0,0,18.6,Rapido
Calle 100,Calle 34,8,1,2,6.515,13,4,0,0,0,14.87,Rapido
Gratamira,Cardio Infantil,13,1,2,4.507,5,5,0,1,0,21.8,Rapido
San Victorino,Portal El Dorado,14,4,2,7.549,5,3,0,0,1,26.85,Medio
Biblioteca Tintal,Mandalay,2,0,1,0.993,18,6,1,1,0,2.39,Rapido
Quiroga,Portal Norte,23,4,5,22.405,20,2,1,0,1,63.82,Lento
El Dorado,Biblioteca Tintal,22,4,3,3.078,13,3,0,0,0,42.48,Medio
Nariño,Cardio Infantil,18,4,5,17.683,15,0,0,0,0,43.71,Medio
El Dorado,Pepe Sierra,13,3,3,7.25,7,1,1,0,0,32.47,Medio
Calle 100,Yomasa,22,5,5,18.298,8,0,1,0,0,78.25,Lento
Socorro,Yomasa,2,0,1,0.579,15,6,0,1,0,3.7,Rapido
Ferias,Marsella,11,2,3,4.446,6,6,1,1,0,27.14,Medio
Calle 100 Suba,Suba TV 91,6,0,1,4.535,19,6,1,1,0,10.14,Rapido
Calle 22,Calle 106,7,3,3,8.321,6,0,1,0,0,18.1,Rapido
Calle 100,Calle 34,8,1,2,6.515,6,6,1,1,0,13.92,Rapido
Yomasa,Polo,18,2,3,18.334,7,0,1,0,0,72.62,Lento
Hospitales,Museo Nacional,4,1,2,2.962,17,0,1,0,0,7.07,Rapido
Suba TV 91,Virrey,8,1,2,6.654,5,3,0,0,0,13.78,Rapido
Virrey,Calle 142,8,0,1,5.292,15,5,0,1,0,15.39,Rapido
Portal El Dorado,Quiroga,20,4,3,11.667,15,4,0,0,1,34.37,Medio
Suba TV 91,Calle 100,7,0,1,6.036,23,6,0,1,0,10.39,Rapido
Calle 34,Profamilia,2,0,1,0.675,13,2,0,0,0,1.57,Rapido
Portal 80,Calle 85,4,2,3,3.771,12,1,0,0,1,7.95,Rapido
La Campiña,Simon Bolivar,14,2,3,9.909,18,4,1,0,0,46.41,Medio
La Campiña,Simon Bolivar,14,2,3,9.909,22,6,0,1,0,20.13,Rapido
Tercer Milenio,Marsella,6,0,1,5.808,14,2,0,0,0,11.54,Rapido
Calle 40 Sur,CAN,15,4,3,11.435,12,4,0,0,0,29.24,Medio
Biblioteca Tintal,Pepe Sierra,16,4,5,10.017,16,1,0,0,0,39.24,Medio
Centro Memoria,Calle 100,9,3,3,7.774,15,1,0,0,0,16.24,Rapido
Portal Norte,Suba TV 91,17,1,2,5.777,15,6,0,1,1,29.84,Medio
Toberin,Humedal Cordoba,13,1,2,5.884,18,2,1,0,0,32.23,Medio
Av Chile,Pradera,6,1,2,3.356,12,0,0,0,0,12.94,Rapido
Portal Norte,Virrey,12,0,1,9.449,11,1,0,0,1,24.52,Rapido
Marly,Museo Nacional,6,0,1,1.798,11,3,0,0,0,8.96,Rapido
Molinos,Alcala,28,5,6,23.108,7,2,1,0,0,96.88,Lento
Hospitales,Portal 80,8,0,1,11.376,11,5,0,1,1,17.04,Rapido
Av Chile,Av 68,10,3,4,2.132,11,1,0,0,0,18.01,Rapido
Gobernacion,Calle 72,3,1,2,1.132,15,6,0,1,0,2.74,Rapido
Aurora,Calle 72,21,4,4,15.717,13,0,0,0,0,52.93,Lento
Museo Nacional,Calle 19,2,0,1,0.668,15,1,0,0,0,1.43,Rapido
Mundo Aventura,Calle 63 NQS,7,1,2,4.369,21,6,0,1,0,12.3,Rapido
Calle 100,Calle 22,6,2,3,7.865,9,1,0,0,0,10.67,Rapido
Museo Nacional,Mundo Aventura,9,1,2,4.957,15,4,0,0,0,16.58,Rapido
Av Chile,Toberin,14,3,4,9.126,23,1,0,0,0,26.96,Medio
Calle 45,Mandalay,14,3,3,5.329,12,0,0,0,0,26.2,Medio
Calle 34,Profamilia,2,0,1,0.675,23,3,0,0,0,1.23,Rapido
Portal Suba,Toberin,18,1,2,5.136,7,1,1,0,1,51.79,Lento
Profamilia,Mundo Aventura,12,1,2,4.874,20,4,1,0,0,28.34,Medio
Mundo Aventura,Restrepo,8,2,3,8.002,20,5,1,1,0,21.35,Rapido
Simon Bolivar,Normandia,13,3,4,3.179,23,5,0,1,0,19.12,Rapido
Centro Memoria,Portal Americas,12,1,2,7.706,12,3,0,0,1,22.82,Rapido
